Query_Text,Budget_Value,Target_Label
What is the title of Bernardi's special issue on representation of sentence meaning?,0.9,Single_Hop_BM25
What is the title of Bernardi's special issue on representation of sentence meaning?,1.0,Single_Hop_BM25
What is used to achieve good performance in Local Attention?,0.1,Direct_LLM
What is used to achieve good performance in Local Attention?,0.2,Direct_LLM
What is used to achieve good performance in Local Attention?,0.3,Single_Hop_BM25
What is used to achieve good performance in Local Attention?,0.4,Single_Hop_BM25
What is used to achieve good performance in Local Attention?,0.5,Single_Hop_BM25
What is used to achieve good performance in Local Attention?,0.6,Single_Hop_BM25
What is used to achieve good performance in Local Attention?,0.7,Single_Hop_BM25
What is used to achieve good performance in Local Attention?,0.8,Single_Hop_BM25
What is used to achieve good performance in Local Attention?,0.9,Single_Hop_BM25
What is used to achieve good performance in Local Attention?,1.0,Single_Hop_BM25
What major challenge does noisy data present in this task?,0.1,Direct_LLM
What major challenge does noisy data present in this task?,0.2,Direct_LLM
What major challenge does noisy data present in this task?,0.3,Single_Hop_BM25
What major challenge does noisy data present in this task?,0.4,Single_Hop_BM25
What major challenge does noisy data present in this task?,0.5,Single_Hop_BM25
What major challenge does noisy data present in this task?,0.6,Single_Hop_BM25
What major challenge does noisy data present in this task?,0.7,Single_Hop_BM25
What major challenge does noisy data present in this task?,0.8,Single_Hop_BM25
What major challenge does noisy data present in this task?,0.9,Single_Hop_BM25
What major challenge does noisy data present in this task?,1.0,Single_Hop_BM25
What is the accuracy when training on full poems for authorship attribution?,0.1,Direct_LLM
What is the accuracy when training on full poems for authorship attribution?,0.2,Direct_LLM
What is the accuracy when training on full poems for authorship attribution?,0.3,Single_Hop_BM25
What is the accuracy when training on full poems for authorship attribution?,0.4,Single_Hop_BM25
What is the accuracy when training on full poems for authorship attribution?,0.5,Single_Hop_BM25
What is the accuracy when training on full poems for authorship attribution?,0.6,Single_Hop_BM25
What is the accuracy when training on full poems for authorship attribution?,0.7,Single_Hop_BM25
What is the accuracy when training on full poems for authorship attribution?,0.8,Single_Hop_BM25
What is the accuracy when training on full poems for authorship attribution?,0.9,Single_Hop_BM25
What is the accuracy when training on full poems for authorship attribution?,1.0,Single_Hop_BM25
What method was used to select hyperparameters for both models?,0.1,Direct_LLM
What method was used to select hyperparameters for both models?,0.2,Direct_LLM
What method was used to select hyperparameters for both models?,0.3,Single_Hop_BM25
What method was used to select hyperparameters for both models?,0.4,Single_Hop_BM25
What method was used to select hyperparameters for both models?,0.5,Single_Hop_BM25
What method was used to select hyperparameters for both models?,0.6,Single_Hop_BM25
What method was used to select hyperparameters for both models?,0.7,Single_Hop_BM25
What method was used to select hyperparameters for both models?,0.8,Single_Hop_BM25
What method was used to select hyperparameters for both models?,0.9,Single_Hop_BM25
What method was used to select hyperparameters for both models?,1.0,Single_Hop_BM25
How many citations were asked from each author for ranking?,0.1,Direct_LLM
How many citations were asked from each author for ranking?,0.2,Direct_LLM
How many citations were asked from each author for ranking?,0.3,Single_Hop_BM25
How many citations were asked from each author for ranking?,0.4,Single_Hop_BM25
How many citations were asked from each author for ranking?,0.5,Single_Hop_BM25
How many citations were asked from each author for ranking?,0.6,Single_Hop_BM25
How many citations were asked from each author for ranking?,0.7,Single_Hop_BM25
How many citations were asked from each author for ranking?,0.8,Single_Hop_BM25
How many citations were asked from each author for ranking?,0.9,Single_Hop_BM25
How many citations were asked from each author for ranking?,1.0,Single_Hop_BM25
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,0.1,Direct_LLM
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,0.2,Direct_LLM
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,0.3,Single_Hop_BM25
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,0.4,Single_Hop_BM25
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,0.5,Single_Hop_BM25
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,0.6,Single_Hop_BM25
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,0.7,Single_Hop_BM25
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,0.8,Single_Hop_BM25
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,0.9,Single_Hop_BM25
What is one of the twofold contributions mentioned by the authors regarding their work on social media monitoring?,1.0,Single_Hop_BM25
What criteria were used to select new discussions and determine if they are controversial or not?,0.1,Direct_LLM
What criteria were used to select new discussions and determine if they are controversial or not?,0.2,Direct_LLM
What criteria were used to select new discussions and determine if they are controversial or not?,0.3,Single_Hop_BM25
What criteria were used to select new discussions and determine if they are controversial or not?,0.4,Single_Hop_BM25
What criteria were used to select new discussions and determine if they are controversial or not?,0.5,Single_Hop_BM25
What criteria were used to select new discussions and determine if they are controversial or not?,0.6,Single_Hop_BM25
What criteria were used to select new discussions and determine if they are controversial or not?,0.7,Single_Hop_BM25
What criteria were used to select new discussions and determine if they are controversial or not?,0.8,Single_Hop_BM25
What criteria were used to select new discussions and determine if they are controversial or not?,0.9,Single_Hop_BM25
What criteria were used to select new discussions and determine if they are controversial or not?,1.0,Single_Hop_BM25
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,0.1,Direct_LLM
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,0.2,Direct_LLM
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,0.3,Single_Hop_BM25
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,0.4,Single_Hop_BM25
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,0.5,Single_Hop_BM25
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,0.6,Single_Hop_BM25
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,0.7,Single_Hop_BM25
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,0.8,Single_Hop_BM25
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,0.9,Single_Hop_BM25
What is the main contribution mentioned in the text regarding Word Sense Disambiguation?,1.0,Single_Hop_BM25
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,0.1,Direct_LLM
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,0.2,Direct_LLM
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,0.3,Single_Hop_BM25
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,0.4,Single_Hop_BM25
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,0.5,Single_Hop_BM25
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,0.6,Single_Hop_BM25
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,0.7,Single_Hop_BM25
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,0.8,Single_Hop_BM25
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,0.9,Single_Hop_BM25
What is the formula for estimating the precision (inverse variance) of an annotator in this text?,1.0,Single_Hop_BM25
What are some of the names mentioned for fruits in the text?,0.1,Direct_LLM
What are some of the names mentioned for fruits in the text?,0.2,Direct_LLM
What are some of the names mentioned for fruits in the text?,0.3,Single_Hop_BM25
What are some of the names mentioned for fruits in the text?,0.4,Single_Hop_BM25
What are some of the names mentioned for fruits in the text?,0.5,Single_Hop_BM25
What are some of the names mentioned for fruits in the text?,0.6,Single_Hop_BM25
What are some of the names mentioned for fruits in the text?,0.7,Single_Hop_BM25
What are some of the names mentioned for fruits in the text?,0.8,Single_Hop_BM25
What are some of the names mentioned for fruits in the text?,0.9,Single_Hop_BM25
What are some of the names mentioned for fruits in the text?,1.0,Single_Hop_BM25
What are the components of the upper model in this architecture?,0.1,Direct_LLM
What are the components of the upper model in this architecture?,0.2,Direct_LLM
What are the components of the upper model in this architecture?,0.3,Single_Hop_BM25
What are the components of the upper model in this architecture?,0.4,Single_Hop_BM25
What are the components of the upper model in this architecture?,0.5,Single_Hop_BM25
What are the components of the upper model in this architecture?,0.6,Single_Hop_BM25
What are the components of the upper model in this architecture?,0.7,Single_Hop_BM25
What are the components of the upper model in this architecture?,0.8,Single_Hop_BM25
What are the components of the upper model in this architecture?,0.9,Single_Hop_BM25
What are the components of the upper model in this architecture?,1.0,Single_Hop_BM25
What does our results show about decomposing a document into set of features?,0.1,Direct_LLM
